Numer                                       wpisu;Imiê i nazwisko lub nazwa inwestora;Data wpisu;Adres;Rodzaj;opis;typ;Data wniosku;Nr               wniosku;Nr               decyzji;Data decyzji;Rok wniosku;Miesi¹c wniosku;data;Czas rozpatrzenia
1274;;2009-06-12;Jednoœci Narodowej 198;bud.o trzech i wiêcej mieszkaniach;bud.zespo³u bud.mieszk.wielorodz.z uslug.i gara¿ami.;nowe;2009-04-09;12593/09;1045/09;2009-06-12;2009;4;2009-04-01;47
1283;;2009-06-16;Stab³owicka 2;bud.o trzech i wiêcej mieszkaniach;budynek mieszkal.wielorodz.;nowe;2009-05-12;16581/09;1049/09;2009-06-16;2009;5;2009-05-01;26
1287;;2009-06-16;Pa³ucka;bud.o trzech i wiêcej mieszkaniach;budynek mieszkalny wielorodzinny z wbudowanymi gara¿ami;nowe;2009-04-30;15118/09;1053/09;2009-06-16;2009;4;2009-04-01;34
1291;;2009-06-16;Lekcyjna;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego wolnostoj¹cego z gara¿em,elementami infrast;nowe;2009-04-28;14767/09;1057/09;2009-06-16;2009;4;2009-04-01;36
1296;;2009-06-16;M¹czna 2;bud.mieszkalne jednorodzinne;bud mieszkalny jednorodz wolno stoj¹cy;nowe;2009-06-05;19798/09;1062/09;2009-06-16;2009;6;2009-06-01;8
1301;;2009-06-16;Wilkszyñska;bud.mieszkalne jednorodzinne;budynek mieszkalny jednorodzinny wolnostoj¹cy;nowe;2008-12-01;44747/08;1067/09;2009-06-16;2008;12;2008-12-01;142
1302;;2009-06-17;¯wirki I Wigury;bud.o trzech i wiêcej mieszkaniach;budowa osiedla mieszkalnego;nowe;2009-05-19;17450/09;123/09;2009-06-17;2009;5;2009-05-01;22
1336;;2009-06-19;Konwaliowa 14;bud.mieszkalne jednorodzinne;budowa bud.mieszkal.jednorodz.;nowe;2009-05-13;16659/09;1091/09;2009-06-19;2009;5;2009-05-01;28
1337;;2009-06-19;Jagodno;bud.mieszkalne jednorodzinne;bud.mieszkal.jednorodz.;nowe;2009-05-12;16576/09;1092/09;2009-06-19;2009;5;2009-05-01;29
1341;;2009-06-19;Fryzjerska;bud.mieszkalne jednorodzinne;bud budynku mieszk jednorodz wolnostojacego z gara¿em;nowe;2009-04-23;14077/09;1096/09;2009-06-19;2009;4;2009-04-01;42
1344;;2009-06-22;Ma³opolska;bud.o trzech i wiêcej mieszkaniach;bud budynku wielorodzinnego mieszk-us³ug z gara¿em podziemnym;nowe;2009-02-02;wrz-90;126/09;2009-06-22;2009;2;2009-02-01;101
1358;;2009-06-23;Staroœciñska 12D;bud.mieszkalne jednorodzinne;bud.mieszkal.jednorodz.z gara¿em;nowe;2009-05-08;16176/09;1109/09;2009-06-23;2009;5;2009-05-01;33
1362;;2009-06-23;Dzielnicowa 10;bud.o trzech i wiêcej mieszkaniach;budynek mieszkalny wielorodzinny z parkingiem podziemnym;nowe;2008-07-18;28183/08;1113/09;2009-06-23;2008;7;2008-07-01;243
1378;;2009-06-24;Grota-Roweckiego Stefana Gen. 112;bud.mieszkalne jednorodzinne;budowa dwóch budynków mieszkalnych jednorodzinnych wolnostoj¹cych;nowe;2009-05-29;18997/09;1127/09;2009-06-24;2009;5;2009-05-01;19
1384;;2009-06-25;Piotrkowska 56;bud.mieszkalne jednorodzinne;budynek mieszkalny dwurodzinny z gara¿em w zabud wolno stoj¹cej;nowe;2009-05-27;18570/09;1133/09;2009-06-25;2009;5;2009-05-01;22
1387;;2009-06-25;Holenderska 15A;bud.mieszkalne jednorodzinne;budynek mieszk w zabud wolno stoj¹cej;nowe;2009-05-27;18611/09;1136/09;2009-06-25;2009;5;2009-05-01;22
1388;;2009-06-25;Paw³owice;bud.mieszkalne jednorodzinne;bud mieszkalny jednorodz wolno stoj¹cy;nowe;2009-05-20;17560/09;1137/09;2009-06-25;2009;5;2009-05-01;27
1390;;2009-06-25;Wieczysta;bud.o trzech i wiêcej mieszkaniach;budowa parkingu terenowego dla samochodów;nowe;2009-06-09;20349/09;1139/09;2009-06-25;2009;6;2009-06-01;13
1391;;2009-06-26;Paw³owice;bud.mieszkalne jednorodzinne;bud mieszk jednorodz wolnostoj¹cego;nowe;2009-04-22;13960/09;129/09;2009-06-26;2009;4;2009-04-01;48
1393;;2009-06-26;Radomska 2B;bud.mieszkalne jednorodzinne;budowa domu mieszkal.;nowe;2009-04-29;15043/09;174/09;2009-06-26;2009;4;2009-04-01;43
1397;;2009-06-26;Ksiêgarska 2;bud.mieszkalne jednorodzinne;budowa zespo³u bud.mieszkal.;nowe;2009-04-23;14154/09;1143/09;2009-06-26;2009;4;2009-04-01;47
1404;;2009-06-29;Ho¿a;bud.mieszkalne jednorodzinne;budowa budynku mieszkal.jednorodz.;nowe;2009-05-22;17871/09;1149/09;2009-06-29;2009;5;2009-05-01;27
1411;;2009-06-29;Wo³odyjowskiego Micha³a;bud.mieszkalne jednorodzinne;budowa budynku mieszkal.jednorodz.wolnostoj.;nowe;2009-05-15;16986/09;1156/09;2009-06-29;2009;5;2009-05-01;32
1417;;2009-06-30;Ma³opolska 20 C;bud.mieszkalne jednorodzinne;budowa budynku mieszkal.jednorodz.w zabudowie szeregowej;nowe;2009-04-29;15042/09;1161/09;2009-06-30;2009;4;2009-04-01;45
1449;;2009-07-02;Harcerska 6;bud.gara¿y;budowa garazu z pomieszczeniem sanitar.;nowe;2009-05-15;17027/09;1190/09;2009-07-02;2009;5;2009-05-01;35
1457;;2009-07-03;Zegarmistrzowska;bud.mieszkalne jednorodzinne;budowa domu jednorodz.z wbudowanym gara¿em;nowe;2009-05-15;17081/09;1197/09;2009-07-03;2009;5;2009-05-01;36
1458;;2009-07-06;Zyndrama z Maszkowic 20;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkal.wielorodz.z us³ugami;nowe;2008-07-24;28903/08;133/09;2009-07-06;2008;7;2008-07-01;248
1467;;2009-07-06;Zagony 4;bud.mieszkalne jednorodzinne;budowa budynku mieszkal.;nowe;2009-06-08;20158/09;1202/09;2009-07-06;2009;6;2009-06-01;21
1468;;2009-07-06;Miechowska;bud.mieszkalne jednorodzinne;budynek jednorodzinny;nowe;2009-06-10;20411/09;1203/09;2009-07-06;2009;6;2009-06-01;19
1473;;2009-07-06;Jagodno;bud.mieszkalne jednorodzinne;budowa bud.mieszkal.jednorodz.;nowe;2009-05-04;15436/09;1208/09;2009-07-06;2009;5;2009-05-01;46
1480;;2009-07-07;Lekcyjna 158;bud.mieszkalne jednorodzinne;budowa domu jednorodz.;nowe;2009-05-14;16944/09;15-wrz;2009-07-07;2009;5;2009-05-01;39
1487;;2009-07-07;Skrajna 22;bud.mieszkalne jednorodzinne;budowa bud.mieszkal.wolno.stoj.;nowe;2009-06-17;21063/09;1218/09;2009-07-07;2009;6;2009-06-01;15
1502;;2009-07-09;Benedyktyñska 6;bud.o trzech i wiêcej mieszkaniach;budowa bud.mieszkal.;nowe;2009-05-06;15790/09;135/09;2009-07-09;2009;5;2009-05-01;47
1517;;2009-07-09;PrzyjaŸni 111;bud.o trzech i wiêcej mieszkaniach;budowa bud.mieszkal.uslugowego;nowe;2009-05-08;16044/09;1243/09;2009-07-09;2009;5;2009-05-01;45
1524;;2009-07-10;Jaworskiego Iwo 12;bud.mieszkalne jednorodzinne;dom jednorodzinny;nowe;2009-06-10;20545/09;1246/09;2009-07-10;2009;6;2009-06-01;23
1526;;2009-07-10;Rybnicka 18;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u domów mieszkalnych wielorodz.z gara¿ami podziemnymi ;nowe;2008-11-14;42983/08;1248/09;2009-07-10;2008;11;2008-11-01;171
1528;;2009-07-13;Dró¿nicza;bud.mieszkalne jednorodzinne;budynek jednorodzinny;nowe;2009-05-19;17427/09;137/09;2009-07-13;2009;5;2009-05-01;40
1563;;2009-07-14;Paw³owice;bud.mieszkalne jednorodzinne;budowa bud.mieszkal.jednorodz.;nowe;2009-04-22;13960/09;1274/09;2009-07-14;2009;4;2009-04-01;60
1564;;2009-07-14;Jaworowa Aleja 15;bud.gara¿y;budowa gara¿u;nowe;2009-05-18;17273/09;1275/09;2009-07-14;2009;5;2009-05-01;42
1565;;2009-07-15;Czajkowskiego Piotra 91;bud.mieszkalne jednorodzinne;budynek jednorodzinny z gara¿em;nowe;2009-05-21;17723/09;141/09;2009-07-15;2009;5;2009-05-01;40
1570;;2009-07-15;Centralna 24;bud.mieszkalne jednorodzinne;bud mieszkalnego jednorodzinnego wolno stoj¹cego;nowe;2009-05-21;17721/09;1280/09;2009-07-15;2009;5;2009-05-01;40
1585;;2009-07-16;Ga³czyñskiego Konstantego Ildefonsa;bud.mieszkalne jednorodzinne;budynek jednorodzinny;nowe;2009-06-26;22408/09;1294/09;2009-07-16;2009;6;2009-06-01;15
1598;;2009-07-17;Redycka;bud.mieszkalne jednorodzinne;dom jednorodzinny;nowe;2009-05-19;17384/09;1305/09;2009-07-17;2009;5;2009-05-01;44
1600;;2009-07-17;Centralna 37;bud.o trzech i wiêcej mieszkaniach;budynek wielorodzinny mieszkalno-us³ugowy;nowe;2009-05-19;17363/09;1307/09;2009-07-17;2009;5;2009-05-01;44
1602;;2009-07-17;Bu³garska 1,1A;bud.mieszkalne jednorodzinne;bud dwóch budynków mieszkalnych  w zabud bli¿niaczej z gara¿ami ;nowe;2009-05-25;18220/09;1309/09;2009-07-17;2009;5;2009-05-01;40
1608;;2009-07-20;Chêciñska 11,12;bud.mieszkalne jednorodzinne;budowa budynków mieszkal.;nowe;2009-06-15;20809/09;1313/09;2009-07-20;2009;6;2009-06-01;26
1621;;2009-07-21;Przemi³owska 9;bud.mieszkalne jednorodzinne;budowa budynku mieszkal.jednorodz.;nowe;2009-05-22;17878/09;1323/09;2009-07-21;2009;5;2009-05-01;43
1625;;2009-07-22;Ga³czyñskiego Konstantego Ildefonsa 23;bud.mieszkalne jednorodzinne;budowa bud.mieszkal.;nowe;2009-06-04;19709/09;144/09;2009-07-22;2009;6;2009-06-01;35
1639;;2009-07-23;Ba¿ancia 18;bud.mieszkalne jednorodzinne;budowa domu jednorodz.wraz z gara¿em;nowe;2009-05-20;17686/09;1336/09;2009-07-23;2009;5;2009-05-01;47
1649;;2009-07-24;Legnicka 17;bud.o trzech i wiêcej mieszkaniach;budynek mieszkalny wielorodzinny z us³ugami i gara¿em wielostanowiskowym;nowe;2009-05-13;16711/09;1342/09;2009-07-24;2009;5;2009-05-01;53
1654;;2009-07-27;Vivaldiego Antonio;bud.mieszkalne jednorodzinne;budynek mieszkalny jednorodzinny z gara¿em;nowe;2009-05-20;17642/09;1346/09;2009-07-27;2009;5;2009-05-01;49
1676;;2009-07-28;Kowieñska 51;bud.mieszkalne jednorodzinne;budowa domu mieszkal.jednorodz.z gara¿em;nowe;2009-07-03;23419/09;1366/09;2009-07-28;2009;7;2009-07-01;18
1685;;2009-07-29;Zaj¹czkowska 37;bud.mieszkalne jednorodzinne;budowa budynku mieszkal.jednorodz.wraz z elementami infrastruk.;nowe;2009-06-02;19379/09;1375/09;2009-07-29;2009;6;2009-06-01;42
1697;;2009-07-29;Sadownicza 48;bud.mieszkalne jednorodzinne;budowa dwóch bud.miszkal.;nowe;2009-06-15;20821/09;1387/09;2009-07-29;2009;6;2009-06-01;33
1700;;2009-07-30;Dziarska 33;bud.mieszkalne jednorodzinne;budynek jednorodzinny;nowe;2009-05-29;18863/09;1389/09;2009-07-30;2009;5;2009-05-01;45
1745;;2009-08-03;Marszowicka 107;bud.o dwóch mieszkaniach;dom jednorodzinny;nowe;2009-07-09;23975/09;1433/09;2009-08-03;2009;7;2009-07-01;18
1746;;2009-08-03;Stanki Jana 10;bud.mieszkalne jednorodzinne;budynek jednorodzinny;nowe;2009-06-08;20164/09;1434/09;2009-08-03;2009;6;2009-06-01;41
1749;;2009-08-03;Trójk¹tna 29;bud.mieszkalne jednorodzinne;dom jednorodzinny z gara¿em;nowe;2009-06-17;21213/09;1437/09;2009-08-03;2009;6;2009-06-01;34
1756;;2009-08-04;B³êkitna 6;bud.mieszkalne jednorodzinne;budynek jednorodzinny;nowe;2009-06-16;20879/09;1441/09;2009-08-04;2009;6;2009-06-01;36
1757;;2009-08-04;Adamieckiego Karola;bud.mieszkalne jednorodzinne;budynek mieszkalny jednorodzinny wolnostoj¹cy;nowe;2009-06-19;21398/09;1442/09;2009-08-04;2009;6;2009-06-01;33
1758;;2009-08-05;Miechowska;bud.mieszkalne jednorodzinne;budynku mieszkalnego jednorodzinnego w zabudowie bli¿niaczej;nowe;2009-06-17;21024/09;1443/09;2009-08-05;2009;6;2009-06-01;36
1761;;2009-08-05;Smardzowska;bud.mieszkalne jednorodzinne;zespó³ budynków mieszkalnych jednorodzinnych ;nowe;2009-06-04;19652/09;1446/09;2009-08-05;2009;6;2009-06-01;45
1764;;2009-08-05;Opatowicka;bud.mieszkalne jednorodzinne;budynek mieszkalny jednorodzinny wolnostoj¹cy;nowe;2009-07-03;23281/09;1449/09;2009-08-05;2009;7;2009-07-01;24
1767;;2009-08-06;Nefrytowa;bud.o trzech i wiêcej mieszkaniach;dom wielorodzinny;nowe;2009-07-07;23788/09;1452/09;2009-08-06;2009;7;2009-07-01;23
1773;;2009-08-07;Nadolicka;bud.mieszkalne jednorodzinne;budynek mieszkalny jednorodzinny wolno stoj¹cy;nowe;2009-06-09;20222/09;153/09;2009-08-07;2009;6;2009-06-01;44
1774;;2009-08-07;Nenckiego Marcelego 127;bud.mieszkalne jednorodzinne;budynek mieszkalny z us³ugami;nowe;2009-06-24;22111/09;154/09;2009-08-07;2009;6;2009-06-01;33
1801;;2009-08-11;Brzozowa;bud.mieszkalne jednorodzinne;2 domy jednorodzinne;nowe;2009-06-29;22592/09;156/09;2009-08-11;2009;6;2009-06-01;32
1802;;2009-08-11;Starom³yñska;bud.o trzech i wiêcej mieszkaniach;budynek wielorodzinny z us³ugami;nowe;2009-06-09;20369/09;157/09;2009-08-11;2009;6;2009-06-01;46
1808;;2009-08-11;Jasielska 15;bud.mieszkalne jednorodzinne;budynek jednorodzinny w zabudowie bli¿niaczej w miejsce rozebranego  ;nowe;2009-07-09;23964/09;1486/09;2009-08-11;2009;7;2009-07-01;24
1809;;2009-08-11;Maleczyñskich Ewy i Karola 2;bud.mieszkalne jednorodzinne;budynek jednorodzinny;nowe;2009-07-28;26412/09;1487/09;2009-08-11;2009;7;2009-07-01;11
1811;;2009-08-11;Bukowa 2 A;bud.mieszkalne jednorodzinne;budynek jednorodzinny;nowe;2009-07-03;23407/09;1489/09;2009-08-11;2009;7;2009-07-01;28
1825;;2009-08-13;Obroñców Poczty Gdañskiej;bud.mieszkalne jednorodzinne;budynku mieszkalnego jednorodzinnego wolnostoj¹cego;nowe;2009-06-12;20619/09;159/09;2009-08-13;2009;6;2009-06-01;45
1832;;2009-08-13;Radomska 23,25;bud.mieszkalne jednorodzinne;budynek mieszkalny jednorodzinny wolnostoj¹cy;nowe;2009-06-29;22583/09;1502/09;2009-08-13;2009;6;2009-06-01;34
1851;;2009-08-14;Jeleniogórska 87;bud.mieszkalne jednorodzinne;budowa budynku mieszkal.jednorodz.,z poddaszem nieu¿ytk;nowe;2009-06-30;22896/09;1521/09;2009-08-14;2009;6;2009-06-01;34
1863;;2009-08-17;Do¿ynkowa;bud.mieszkalne jednorodzinne;zabudowy zagrodowej-dwa budynki mieszkalne i dwa budynki gospod;nowe;2009-06-26;22409/09;1531/09;2009-08-17;2009;6;2009-06-01;37
1864;;2009-08-17;Januszowicka 16A;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkal.;nowe;2009-06-16;21000/09;1532/09;2009-08-17;2009;6;2009-06-01;45
1873;;2009-08-17;Jaworskiego Iwo 5;bud.mieszkalne jednorodzinne;dom jednorodzinny wolnostoj¹cy;nowe;2009-07-30;26818/09;1541/09;2009-08-17;2009;7;2009-07-01;13
1874;;2009-08-17;B¹ka Stanis³awa 14;bud.mieszkalne jednorodzinne;budowa domu jednorodz.z wy³¹czeniem przy³¹czy;nowe;2009-07-31;27078/09;1542/09;2009-08-17;2009;7;2009-07-01;12
1892;;2009-08-19;Trawowa 35 A;bud.mieszkalne jednorodzinne;budynek mieszkalny w zabudowie wolnostoj¹cej z us³ugami biurowymi;nowe;2009-07-03;23394/09;1557/09;2009-08-19;2009;7;2009-07-01;34
1893;;2009-08-19;Ma³opolska 27;bud.mieszkalne jednorodzinne;budynek mieszkal.jednorodz.w zabudowie bliŸniaczej;nowe;2009-07-31;27096/09;1558/09;2009-08-19;2009;7;2009-07-01;14
1916;;2009-08-20;Milicka;bud.mieszkalne jednorodzinne;budynek mieszkalny jednorodzinny z pomieszczeniami biur;nowe;2009-07-31;27082/09;1580/09;2009-08-20;2009;7;2009-07-01;15
1919;;2009-08-20;Radomska;bud.mieszkalne jednorodzinne;budowa budynku mieszkal.w zabudowie bliŸniaczej;nowe;2009-07-31;27086/09;1583/09;2009-08-20;2009;7;2009-07-01;15
1931;;2009-08-21;¯wirki I Wigury;bud.o trzech i wiêcej mieszkaniach;osiedle mieszkaniowe w zabudowie wielorodzinnej-zespó³ trzech budynków ;nowe;2009-07-10;24239/09;1591/09;2009-08-21;2009;7;2009-07-01;31
1932;;2009-08-21;Maœlicka 180;bud.mieszkalne jednorodzinne;budowa budynku mieszkal.jednorodz.;nowe;2009-05-28;18768/09;1592/09;2009-08-21;2009;5;2009-05-01;62
1935;;2009-08-24;Nowos¹decka 16;bud.mieszkalne jednorodzinne;budynek mieszkalny jednorodzinny wolno stoj¹cy;nowe;2009-07-06;23488/09;1594/09;2009-08-24;2009;7;2009-07-01;36
1939;;2009-08-24;Mieroszowska;bud.mieszkalne jednorodzinne;zespó³ budynków jednorodzinnych w zabudowie szeregowej;nowe;2009-07-16;24999/09;1598/09;2009-08-24;2009;7;2009-07-01;28
1947;;2009-08-24;Kordeckiego Augustyna Ks. 8;bud.mieszkalne jednorodzinne;budynek mieszkalny jednorodzinny wolno stoj¹cy;nowe;2009-08-14;28749/09;1606/09;2009-08-24;2009;8;2009-08-01;7
1950;;2009-08-25;Strachociñska 42;bud.o dwóch mieszkaniach;budowa budynku mieszkal.;nowe;2009-07-03;23286/09;165/09;2009-08-25;2009;7;2009-07-01;38
1954;;2009-08-25;Swojczycka 103;bud.mieszkalne jednorodzinne;budowa bud.mieszkal.jednorodz.;nowe;2009-07-22;25747/09;1612/09;2009-08-25;2009;7;2009-07-01;25
1955;;2009-08-25;Wojszycka 19;bud.mieszkalne jednorodzinne;przebudowa elewacji domu jednorodzinnego;nowe;2009-07-14;24545/09;1613/09;2009-08-25;2009;7;2009-07-01;31
1957;;2009-08-25;Boñczyka Norberta Ks. 40-48;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkal.woelorodz.;nowe;2002-10-10;32949/02;1615/09;2009-08-25;2002;10;2002-10-01;1794
1968;;2009-08-26;Paw³owice;bud.mieszkalne jednorodzinne;budowa  parterowego bydnku mieszkal.;nowe;2009-07-10;24307/09;1624/09;2009-08-26;2009;7;2009-07-01;34
1973;;2009-08-27;Staroœciñska 12C;bud.mieszkalne jednorodzinne;budowa budynku mieszkal.jednorodz.;nowe;2009-06-25;22231/09;166/09;2009-08-27;2009;6;2009-06-01;46
1985;;2009-08-27;Cha³upnicza;bud.mieszkalne jednorodzinne;budynków mieszkalnych jednorodzinnych w zabudowie szeregowej;nowe;2009-06-30;22869/09;1639/09;2009-08-27;2009;6;2009-06-01;43
2002;;2009-08-31;£ukowa 23;bud.mieszkalne jednorodzinne;budynek jendnorodzinny;nowe;2009-07-13;24341/09;1651/09;2009-08-31;2009;7;2009-07-01;36
2010;;2009-09-01;Sarnia;bud.mieszkalne jednorodzinne;budynek mieszkal.jednorodz.;nowe;2009-07-10;24148/09;1656/09;2009-09-01;2009;7;2009-07-01;38
2020;;2009-09-02;Krajobrazowa;bud.mieszkalne jednorodzinne;budowa budynku mieszkal.jednorodz.,wolnostoj.,;nowe;2009-07-21;25589/09;1663/09;2009-09-02;2009;7;2009-07-01;32
2030;;2009-09-03;Niebieska;bud.mieszkalne jednorodzinne;budowa budynku mieszkal.jednorodz.;nowe;2009-08-24;29775/09;1672/09;2009-09-03;2009;8;2009-08-01;9
2040;;2009-09-03;Lekcyjna 158;bud.mieszkalne jednorodzinne;budynek jednorodzinny;nowe;2009-07-21;25417/09;1682/09;2009-09-03;2009;7;2009-07-01;33
2065;;2009-09-07;Jarociñska 39;bud.mieszkalne jednorodzinne;budowa domu jednorodzinnego;nowe;2009-08-04;27433/09;1704/09;2009-09-07;2009;8;2009-08-01;25
2092;;2009-09-09;Dró¿nicza;bud.mieszkalne jednorodzinne;budynek mieszkalny jednorodzinny wolno stoj¹cy z wbudowanym;nowe;2009-08-13;28653/09;1726/09;2009-09-09;2009;8;2009-08-01;20
2093;;2009-09-09;Popielskiego Leona 33C;bud.mieszkalne jednorodzinne;budowa piêciu budynków jednorodzinnych ;nowe;2009-06-18;21382/09;1727/09;2009-09-09;2009;6;2009-06-01;60
2117;;2009-09-11;Krzywickiego Ludwika 4-6;bud.o trzech i wiêcej mieszkaniach;zespóó³ budynków wielorodzinnych;nowe;2009-03-20;wrz-89;175/09;2009-09-11;2009;3;2009-03-01;126
2126;;2009-09-11;Pomarañczowa;bud.o trzech i wiêcej mieszkaniach;zespó³ zabudowy mieszkaniowej wielorodzinnej;nowe;2009-07-09;24093/09;1756/09;2009-09-11;2009;7;2009-07-01;47
2137;;2009-09-14;Che³moñskiego Józefa 38 A;bud.mieszkalne jednorodzinne;budowa zjazdów oraz dojscie do posesji;nowe;2009-07-14;24519/09;176/09;2009-09-14;2009;7;2009-07-01;45
2141;;2009-09-14;Beskidzka 14 A;bud.mieszkalne jednorodzinne;budynek jednorodzinny;nowe;2009-07-27;26243/09;1770/09;2009-09-14;2009;7;2009-07-01;36
2147;;2009-09-14;Zaj¹czkowska 29;bud.mieszkalne jednorodzinne;budowa budynku mieszkal.jednorodz.;nowe;2009-08-19;29296/09;1776/09;2009-09-14;2009;8;2009-08-01;19
2158;;2009-09-15;Rydygiera Ludwika 2A;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkal.wielorodz.z uslugami;nowe;2009-07-08;23905/09;1785/09;2009-09-15;2009;7;2009-07-01;50
2165;;2009-09-15;B³otna;bud.mieszkalne jednorodzinne;budynek jednorodzinny;nowe;2009-07-14;24664/09;1792/09;2009-09-15;2009;7;2009-07-01;46
2174;;2009-09-16;Opolska;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkal.wielorodz.;nowe;2009-03-18;wrz-32;178/09;2009-09-16;2009;3;2009-03-01;131
2194;;2009-09-17;Zawierciañska 4;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2009-08-03;27141/09;1816/09;2009-09-17;2009;8;2009-08-01;34
2211;;2009-09-21;Dolnobrzeska 65C;bud.mieszkalne jednorodzinne;;nowe;2009-08-27;30318/09;280/09;2009-09-21;2009;8;2009-08-01;18
2212;;2009-09-21;Przedwioœnie;bud.mieszkalne jednorodzinne;budowa domu mieszkal.jednorodz.z gara¿em;nowe;2009-07-21;25389/09;1832/09;2009-09-21;2009;7;2009-07-01;45
2214;;2009-09-22;P³u¿na 60 B;bud.mieszkalne jednorodzinne;budowa budynku mieszkal.jednorodz.;nowe;2009-09-07;31432/09;1834/09;2009-09-22;2009;9;2009-09-01;12
2223;;2009-09-23;Jarociñska 59;bud.mieszkalne jednorodzinne;budowa domu jednorodzinnego;nowe;2009-07-24;26105/09;1842/09;2009-09-23;2009;7;2009-07-01;44
2235;;2009-09-23;Opolska 39;bud.o trzech i wiêcej mieszkaniach;zespó³ wielorodzinnych budynków mieszkalnych ;nowe;2009-07-22;25644/09;1854/09;2009-09-23;2009;7;2009-07-01;46
2241;;2009-09-24;Gerberowa;bud.mieszkalne jednorodzinne;budowa budynku mieszkal.jednorodz.;nowe;2009-08-14;28750/09;1859/09;2009-09-24;2009;8;2009-08-01;30
2244;;2009-09-25;Skarbowców;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkal.us³ugowego;nowe;2009-08-12;28483/09;1862/09;2009-09-25;2009;8;2009-08-01;33
2245;;2009-09-25;Przemyska;bud.mieszkalne jednorodzinne;budynków mieszkalnych jednorodzinnych ;nowe;2009-07-24;26136/09;1863/09;2009-09-25;2009;7;2009-07-01;46
2249;;2009-09-25;Miechowska 5;bud.mieszkalne jednorodzinne;budynek mieszkalny jednorodzinny w zabudowie wolnost;nowe;2009-08-24;29833/09;1867/09;2009-09-25;2009;8;2009-08-01;25
2262;;2009-09-28;Bursztynowa;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u 16 budynków mieszkalnych ;nowe;2009-07-27;26375/09;1878/09;2009-09-28;2009;7;2009-07-01;46
2280;;2009-09-29;Prusicka 7;bud.mieszkalne jednorodzinne;domu jednorodzinnego;nowe;2009-08-18;28940/09;1895/09;2009-09-29;2009;8;2009-08-01;31
2284;;2009-09-29;Benedyktyñska 6;bud.o trzech i wiêcej mieszkaniach;budynek mieszkalny wielorodzinny;nowe;2009-07-22;25689/09;1899/09;2009-09-29;2009;7;2009-07-01;50
2298;;2009-09-30;Pucka;bud.o trzech i wiêcej mieszkaniach;budynek mieszkalny wielorodzinny;nowe;2009-08-12;28406/09;wrz-08;2009-09-30;2009;8;2009-08-01;36
2311;;2009-10-01;Dzielnicowa 10;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkal.wielorodz.z parkingiem podziemnym;nowe;2008-07-18;28183/08;wrz-18;2009-10-01;2008;7;2008-07-01;315
2313;;2009-10-01;Grawerska 17A;bud.mieszkalne jednorodzinne;budynek mieszkalny jednorodzinny;nowe;2009-08-12;28432/09;wrz-20;2009-10-01;2009;8;2009-08-01;37
2314;;2009-10-01;G¹siorowskiego Wac³awa 42;bud.mieszkalne jednorodzinne;budowa dwóch domów mieszkal.jednorodz.w zabud.bliŸniaczej;nowe;2009-07-29;26584/09;wrz-21;2009-10-01;2009;7;2009-07-01;47
2317;;2009-10-01;Krajobrazowa 1;bud.mieszkalne jednorodzinne;budynek jednorodzinny;nowe;2009-09-07;31484/09;wrz-24;2009-10-01;2009;9;2009-09-01;19
2330;;2009-10-02;Beniowskiego Maurycego 9;bud.mieszkalne jednorodzinne;budynek mieszkal.jednorodz.;nowe;2009-06-15;20842/09;wrz-35;2009-10-02;2009;6;2009-06-01;80
2331;;2009-10-02;O³awska 12;bud.o trzech i wiêcej mieszkaniach;budynek mieszkal.us³ug.z parkingiem;nowe;2009-08-04;27419/09;wrz-36;2009-10-02;2009;8;2009-08-01;44
2334;;2009-10-02;Sarnia;bud.o dwóch mieszkaniach;budynek mieszkalny jednorodzinny wolno stoj¹cy ;nowe;2009-09-11;32163/09;wrz-39;2009-10-02;2009;9;2009-09-01;16
2373;;2009-10-07;Monopolowa 2;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalnego wielorodzinnego;nowe;2009-08-20;29470/09;187/09;2009-10-07;2009;8;2009-08-01;35
